tripduration,starttime,startstationid,startstationlatitude,startstationlongitude,endstationid,usertype
439,2018-01-18 07:50:24,72,40.76727216,-73.99392888,173,Subscriber
885,2018-01-18 08:23:32,72,40.76727216,-73.99392888,164,Subscriber
350,2018-01-18 08:31:45,72,40.76727216,-73.99392888,450,Subscriber
253,2018-01-18 08:37:02,72,40.76727216,-73.99392888,450,Subscriber
1116,2018-01-18 08:48:12,72,40.76727216,-73.99392888,347,Subscriber
530,2018-01-18 08:52:27,72,40.76727216,-73.99392888,3443,Subscriber
876,2018-01-18 08:53:13,72,40.76727216,-73.99392888,546,Subscriber
713,2018-01-18 08:58:51,72,40.76727216,-73.99392888,458,Subscriber
301,2018-01-19 07:53:29,72,40.76727216,-73.99392888,514,Subscriber
602,2018-01-19 08:03:13,72,40.76727216,-73.99392888,520,Subscriber
434,2018-01-19 08:05:35,72,40.76727216,-73.99392888,173,Subscriber
904,2018-01-19 08:23:03,72,40.76727216,-73.99392888,3224,Subscriber
1255,2018-01-19 08:28:14,72,40.76727216,-73.99392888,496,Subscriber
268,2018-01-19 08:34:40,72,40.76727216,-73.99392888,447,Subscriber
510,2018-01-19 08:42:10,72,40.76727216,-73.99392888,523,Subscriber
501,2018-01-19 08:44:57,72,40.76727216,-73.99392888,529,Subscriber
1793,2018-01-19 08:45:08,72,40.76727216,-73.99392888,537,Subscriber
838,2018-01-19 08:48:17,72,40.76727216,-73.99392888,484,Subscriber
544,2018-01-19 08:57:51,72,40.76727216,-73.99392888,484,Subscriber
726,2018-01-19 08:58:41,72,40.76727216,-73.99392888,458,Subscriber
1361,2018-01-19 08:59:14,72,40.76727216,-73.99392888,347,Subscriber
498,2018-01-20 07:22:27,72,40.76727216,-73.99392888,500,Subscriber
278,2018-01-21 07:40:15,72,40.76727216,-73.99392888,478,Subscriber
1390,2018-01-21 08:08:52,72,40.76727216,-73.99392888,3366,Subscriber
292,2018-01-21 08:47:46,72,40.76727216,-73.99392888,450,Subscriber
288,2018-01-22 07:19:04,72,40.76727216,-73.99392888,479,Subscriber
501,2018-01-22 07:28:11,72,40.76727216,-73.99392888,458,Subscriber
812,2018-01-22 07:56:18,72,40.76727216,-73.99392888,486,Subscriber
1132,2018-01-22 08:12:54,72,40.76727216,-73.99392888,347,Subscriber
444,2018-01-22 08:21:12,72,40.76727216,-73.99392888,173,Subscriber
1068,2018-01-22 08:30:50,72,40.76727216,-73.99392888,167,Subscriber
638,2018-01-22 08:33:44,72,40.76727216,-73.99392888,523,Subscriber
1074,2018-01-22 08:34:17,72,40.76727216,-73.99392888,530,Subscriber
1652,2018-01-22 08:36:16,72,40.76727216,-73.99392888,387,Subscriber
601,2018-01-22 08:43:36,72,40.76727216,-73.99392888,459,Subscriber
745,2018-01-22 08:50:57,72,40.76727216,-73.99392888,524,Subscriber
344,2018-01-22 08:54:09,72,40.76727216,-73.99392888,450,Subscriber
996,2018-01-22 08:58:11,72,40.76727216,-73.99392888,499,Subscriber
655,2018-01-23 07:19:44,72,40.76727216,-73.99392888,458,Subscriber
370,2018-01-23 07:41:39,72,40.76727216,-73.99392888,479,Subscriber
505,2018-01-23 07:47:15,72,40.76727216,-73.99392888,173,Subscriber
276,2018-01-23 07:53:35,72,40.76727216,-73.99392888,514,Subscriber
447,2018-01-23 08:50:35,72,40.76727216,-73.99392888,173,Subscriber
443,2018-01-23 08:50:56,72,40.76727216,-73.99392888,3443,Subscriber
344,2018-01-24 07:27:07,72,40.76727216,-73.99392888,514,Subscriber
560,2018-01-24 07:41:49,72,40.76727216,-73.99392888,458,Subscriber
460,2018-01-24 07:44:35,72,40.76727216,-73.99392888,173,Subscriber
289,2018-01-24 08:03:54,72,40.76727216,-73.99392888,450,Subscriber
744,2018-01-24 08:29:45,72,40.76727216,-73.99392888,490,Subscriber
494,2018-01-24 08:31:17,72,40.76727216,-73.99392888,529,Subscriber
321,2018-01-24 08:34:45,72,40.76727216,-73.99392888,173,Subscriber
908,2018-01-24 08:35:19,72,40.76727216,-73.99392888,3224,Subscriber
591,2018-01-24 08:46:46,72,40.76727216,-73.99392888,459,Subscriber
739,2018-01-24 08:54:33,72,40.76727216,-73.99392888,524,Subscriber
586,2018-01-25 07:36:04,72,40.76727216,-73.99392888,458,Subscriber
423,2018-01-25 07:51:08,72,40.76727216,-73.99392888,173,Subscriber
369,2018-01-25 08:24:41,72,40.76727216,-73.99392888,173,Subscriber
692,2018-01-25 08:33:05,72,40.76727216,-73.99392888,524,Subscriber
947,2018-01-25 08:39:27,72,40.76727216,-73.99392888,3224,Subscriber
1116,2018-01-25 08:54:51,72,40.76727216,-73.99392888,3224,Subscriber
618,2018-01-25 08:55:02,72,40.76727216,-73.99392888,388,Subscriber
424,2018-01-26 07:40:21,72,40.76727216,-73.99392888,173,Subscriber
403,2018-01-26 07:51:42,72,40.76727216,-73.99392888,514,Subscriber
432,2018-01-26 08:25:32,72,40.76727216,-73.99392888,173,Subscriber
433,2018-01-26 08:40:35,72,40.76727216,-73.99392888,3443,Subscriber
843,2018-01-26 08:43:23,72,40.76727216,-73.99392888,267,Subscriber
1472,2018-01-26 08:43:28,72,40.76727216,-73.99392888,537,Subscriber
426,2018-01-26 08:43:53,72,40.76727216,-73.99392888,529,Subscriber
564,2018-01-26 08:49:19,72,40.76727216,-73.99392888,3458,Subscriber
352,2018-01-26 08:50:32,72,40.76727216,-73.99392888,514,Subscriber
795,2018-01-26 08:50:43,72,40.76727216,-73.99392888,524,Subscriber
1090,2018-01-26 08:55:12,72,40.76727216,-73.99392888,496,Subscriber
353,2018-01-27 07:41:48,72,40.76727216,-73.99392888,457,Subscriber
370,2018-01-27 08:14:13,72,40.76727216,-73.99392888,173,Subscriber
329,2018-01-28 07:27:17,72,40.76727216,-73.99392888,478,Subscriber
407,2018-01-28 08:34:30,72,40.76727216,-73.99392888,173,Subscriber
357,2018-01-29 07:49:30,72,40.76727216,-73.99392888,514,Subscriber
636,2018-01-29 07:52:52,72,40.76727216,-73.99392888,522,Subscriber
951,2018-01-29 07:56:51,72,40.76727216,-73.99392888,3224,Subscriber
830,2018-01-29 08:10:57,72,40.76727216,-73.99392888,3224,Subscriber
447,2018-01-29 08:25:03,72,40.76727216,-73.99392888,173,Subscriber
460,2018-01-29 08:30:19,72,40.76727216,-73.99392888,500,Subscriber
630,2018-01-29 08:33:35,72,40.76727216,-73.99392888,465,Subscriber
800,2018-01-29 08:33:59,72,40.76727216,-73.99392888,228,Subscriber
684,2018-01-29 08:37:02,72,40.76727216,-73.99392888,459,Subscriber
1597,2018-01-29 08:37:14,72,40.76727216,-73.99392888,297,Subscriber
1567,2018-01-29 08:37:44,72,40.76727216,-73.99392888,297,Subscriber
252,2018-01-29 08:41:28,72,40.76727216,-73.99392888,449,Subscriber
512,2018-01-29 08:55:42,72,40.76727216,-73.99392888,3443,Subscriber
352,2018-01-29 08:57:33,72,40.76727216,-73.99392888,514,Subscriber
1320,2018-01-30 07:38:37,72,40.76727216,-73.99392888,426,Subscriber
468,2018-01-30 08:08:28,72,40.76727216,-73.99392888,173,Subscriber
1117,2018-01-30 08:53:21,72,40.76727216,-73.99392888,496,Subscriber
691,2018-01-30 08:58:17,72,40.76727216,-73.99392888,498,Subscriber
355,2018-01-31 07:15:26,72,40.76727216,-73.99392888,514,Subscriber
328,2018-01-31 07:17:38,72,40.76727216,-73.99392888,479,Subscriber
393,2018-01-31 07:51:19,72,40.76727216,-73.99392888,173,Subscriber
645,2018-01-31 08:07:22,72,40.76727216,-73.99392888,465,Subscriber
1562,2018-01-31 08:19:09,72,40.76727216,-73.99392888,435,Subscriber
866,2018-01-31 08:21:47,72,40.76727216,-73.99392888,459,Subscriber
464,2018-01-31 08:26:41,72,40.76727216,-73.99392888,173,Subscriber
428,2018-01-31 08:31:47,72,40.76727216,-73.99392888,173,Subscriber
453,2018-01-31 08:32:39,72,40.76727216,-73.99392888,490,Subscriber
522,2018-01-31 08:33:05,72,40.76727216,-73.99392888,3443,Subscriber
628,2018-01-31 08:34:27,72,40.76727216,-73.99392888,525,Subscriber
259,2018-01-02 08:05:16,79,40.71911552,-74.00666661,417,Subscriber
670,2018-01-02 08:47:26,79,40.71911552,-74.00666661,3244,Subscriber
550,2018-01-02 08:47:39,79,40.71911552,-74.00666661,293,Subscriber
586,2018-01-03 08:18:34,79,40.71911552,-74.00666661,335,Subscriber
706,2018-01-03 08:39:52,79,40.71911552,-74.00666661,357,Subscriber
787,2018-01-05 08:28:19,79,40.71911552,-74.00666661,335,Subscriber
717,2018-01-08 07:59:22,79,40.71911552,-74.00666661,335,Subscriber
250,2018-01-09 07:53:12,79,40.71911552,-74.00666661,3474,Subscriber
697,2018-01-09 08:33:03,79,40.71911552,-74.00666661,405,Subscriber
858,2018-01-09 08:35:58,79,40.71911552,-74.00666661,459,Subscriber
679,2018-01-09 08:36:56,79,40.71911552,-74.00666661,335,Subscriber
1019,2018-01-10 07:37:54,79,40.71911552,-74.00666661,3258,Subscriber
663,2018-01-10 08:22:34,79,40.71911552,-74.00666661,335,Subscriber
755,2018-01-10 08:36:55,79,40.71911552,-74.00666661,150,Subscriber
618,2018-01-10 08:47:19,79,40.71911552,-74.00666661,252,Subscriber
350,2018-01-10 08:49:51,79,40.71911552,-74.00666661,3467,Subscriber
803,2018-01-10 08:54:11,79,40.71911552,-74.00666661,293,Subscriber
208,2018-01-11 07:51:01,79,40.71911552,-74.00666661,276,Subscriber
228,2018-01-11 07:57:48,79,40.71911552,-74.00666661,3474,Subscriber
1102,2018-01-11 08:07:55,79,40.71911552,-74.00666661,3258,Subscriber
245,2018-01-11 08:35:31,79,40.71911552,-74.00666661,417,Subscriber
558,2018-01-11 08:43:35,79,40.71911552,-74.00666661,335,Subscriber
388,2018-01-12 07:06:48,79,40.71911552,-74.00666661,3256,Subscriber
584,2018-01-12 08:18:14,79,40.71911552,-74.00666661,335,Subscriber
299,2018-01-12 08:40:15,79,40.71911552,-74.00666661,386,Subscriber
693,2018-01-12 08:42:51,79,40.71911552,-74.00666661,301,Subscriber
177,2018-01-13 08:23:17,79,40.71911552,-74.00666661,276,Subscriber
493,2018-01-14 07:50:21,79,40.71911552,-74.00666661,387,Subscriber
165,2018-01-14 08:47:20,79,40.71911552,-74.00666661,2010,Subscriber
239,2018-01-16 08:29:55,79,40.71911552,-74.00666661,417,Subscriber
793,2018-01-16 08:33:43,79,40.71911552,-74.00666661,459,Subscriber
617,2018-01-16 08:39:50,79,40.71911552,-74.00666661,335,Subscriber
839,2018-01-16 08:47:19,79,40.71911552,-74.00666661,284,Subscriber
640,2018-01-16 08:50:49,79,40.71911552,-74.00666661,335,Subscriber
193,2018-01-16 08:52:34,79,40.71911552,-74.00666661,386,Subscriber
596,2018-01-17 08:25:58,79,40.71911552,-74.00666661,335,Subscriber
579,2018-01-18 08:20:14,79,40.71911552,-74.00666661,3244,Subscriber
591,2018-01-18 08:20:20,79,40.71911552,-74.00666661,335,Subscriber
297,2018-01-18 08:24:34,79,40.71911552,-74.00666661,3467,Subscriber
229,2018-01-18 08:27:41,79,40.71911552,-74.00666661,417,Subscriber
589,2018-01-18 08:33:29,79,40.71911552,-74.00666661,293,Subscriber
146,2018-01-18 08:45:55,79,40.71911552,-74.00666661,152,Subscriber
205,2018-01-19 07:00:15,79,40.71911552,-74.00666661,3461,Subscriber
2074,2018-01-19 07:29:54,79,40.71911552,-74.00666661,499,Subscriber
112,2018-01-19 07:55:27,79,40.71911552,-74.00666661,249,Subscriber
724,2018-01-19 08:23:45,79,40.71911552,-74.00666661,335,Subscriber
512,2018-01-19 08:50:39,79,40.71911552,-74.00666661,293,Subscriber
159,2018-01-20 08:01:33,79,40.71911552,-74.00666661,276,Subscriber
235,2018-01-20 08:55:53,79,40.71911552,-74.00666661,152,Subscriber
214,2018-01-20 08:58:28,79,40.71911552,-74.00666661,3474,Subscriber
287,2018-01-21 08:30:24,79,40.71911552,-74.00666661,309,Subscriber
833,2018-01-22 08:10:42,79,40.71911552,-74.00666661,327,Subscriber
293,2018-01-22 08:11:27,79,40.71911552,-74.00666661,268,Subscriber
617,2018-01-22 08:28:25,79,40.71911552,-74.00666661,405,Subscriber
549,2018-01-22 08:34:53,79,40.71911552,-74.00666661,335,Subscriber
780,2018-01-22 08:36:00,79,40.71911552,-74.00666661,438,Subscriber
429,2018-01-22 08:45:55,79,40.71911552,-74.00666661,327,Subscriber
505,2018-01-22 08:52:27,79,40.71911552,-74.00666661,260,Subscriber
371,2018-01-22 08:59:16,79,40.71911552,-74.00666661,251,Subscriber
533,2018-01-23 08:24:28,79,40.71911552,-74.00666661,335,Subscriber
441,2018-01-24 07:06:21,79,40.71911552,-74.00666661,327,Subscriber
680,2018-01-24 07:15:57,79,40.71911552,-74.00666661,3244,Subscriber
200,2018-01-24 08:16:58,79,40.71911552,-74.00666661,276,Subscriber
106,2018-01-24 08:28:04,79,40.71911552,-74.00666661,257,Subscriber
578,2018-01-24 08:31:03,79,40.71911552,-74.00666661,335,Subscriber
217,2018-01-24 08:36:42,79,40.71911552,-74.00666661,257,Subscriber
754,2018-01-24 08:59:24,79,40.71911552,-74.00666661,405,Subscriber
238,2018-01-25 07:57:45,79,40.71911552,-74.00666661,3474,Subscriber
223,2018-01-25 08:22:35,79,40.71911552,-74.00666661,3461,Subscriber
426,2018-01-25 08:24:03,79,40.71911552,-74.00666661,161,Subscriber
254,2018-01-25 08:25:02,79,40.71911552,-74.00666661,417,Subscriber
579,2018-01-25 08:47:33,79,40.71911552,-74.00666661,293,Subscriber
909,2018-01-25 08:52:02,79,40.71911552,-74.00666661,284,Subscriber
1196,2018-01-26 07:49:53,79,40.71911552,-74.00666661,3329,Subscriber
577,2018-01-26 08:52:23,79,40.71911552,-74.00666661,260,Subscriber
109,2018-01-26 08:56:10,79,40.71911552,-74.00666661,257,Subscriber
594,2018-01-27 08:04:33,79,40.71911552,-74.00666661,380,Subscriber
159,2018-01-27 08:23:25,79,40.71911552,-74.00666661,276,Subscriber
118,2018-01-28 08:17:11,79,40.71911552,-74.00666661,248,Subscriber
296,2018-01-29 07:01:39,79,40.71911552,-74.00666661,309,Subscriber
263,2018-01-29 08:10:41,79,40.71911552,-74.00666661,426,Subscriber
257,2018-01-29 08:14:23,79,40.71911552,-74.00666661,417,Subscriber
545,2018-01-29 08:21:26,79,40.71911552,-74.00666661,335,Subscriber
618,2018-01-29 08:25:34,79,40.71911552,-74.00666661,161,Subscriber
168,2018-01-29 08:28:44,79,40.71911552,-74.00666661,276,Subscriber
426,2018-01-29 08:45:40,79,40.71911552,-74.00666661,251,Subscriber
536,2018-01-29 08:50:54,79,40.71911552,-74.00666661,260,Subscriber
225,2018-01-30 07:53:46,79,40.71911552,-74.00666661,3474,Subscriber
237,2018-01-30 08:37:06,79,40.71911552,-74.00666661,417,Subscriber
535,2018-01-30 08:52:13,79,40.71911552,-74.00666661,127,Subscriber
256,2018-01-31 07:22:04,79,40.71911552,-74.00666661,3461,Subscriber
606,2018-01-31 08:18:05,79,40.71911552,-74.00666661,335,Subscriber
429,2018-01-31 08:18:18,79,40.71911552,-74.00666661,151,Customer
112,2018-01-31 08:57:56,79,40.71911552,-74.00666661,257,Subscriber
1938,2018-01-01 07:26:12,82,40.71117416,-74.00016545,524,Subscriber
254,2018-01-02 08:01:59,82,40.71117416,-74.00016545,386,Subscriber
616,2018-01-02 08:51:37,82,40.71117416,-74.00016545,473,Subscriber
149,2018-01-02 08:57:37,82,40.71117416,-74.00016545,2009,Subscriber
293,2018-01-03 08:08:45,82,40.71117416,-74.00016545,3435,Subscriber
326,2018-01-08 07:46:07,82,40.71117416,-74.00016545,387,Subscriber
623,2018-01-09 07:53:19,82,40.71117416,-74.00016545,82,Subscriber
371,2018-01-10 07:15:57,82,40.71117416,-74.00016545,340,Subscriber
261,2018-01-11 07:10:06,82,40.71117416,-74.00016545,355,Subscriber
88,2018-01-11 07:37:58,82,40.71117416,-74.00016545,308,Subscriber
368,2018-01-13 08:54:29,82,40.71117416,-74.00016545,534,Subscriber
752,2018-01-14 07:11:09,82,40.71117416,-74.00016545,2009,Subscriber
2188,2018-01-14 07:35:55,82,40.71117416,-74.00016545,524,Subscriber
2197,2018-01-15 07:25:23,82,40.71117416,-74.00016545,524,Subscriber
232,2018-01-16 07:50:13,82,40.71117416,-74.00016545,386,Subscriber
318,2018-01-16 08:10:54,82,40.71117416,-74.00016545,415,Subscriber
370,2018-01-18 08:23:54,82,40.71117416,-74.00016545,3435,Subscriber
293,2018-01-19 07:04:38,82,40.71117416,-74.00016545,355,Subscriber
234,2018-01-19 08:08:20,82,40.71117416,-74.00016545,351,Subscriber
246,2018-01-19 08:10:09,82,40.71117416,-74.00016545,386,Subscriber
609,2018-01-19 08:17:07,82,40.71117416,-74.00016545,3002,Subscriber
655,2018-01-19 08:28:23,82,40.71117416,-74.00016545,82,Subscriber
382,2018-01-19 08:44:05,82,40.71117416,-74.00016545,417,Subscriber
584,2018-01-22 08:32:19,82,40.71117416,-74.00016545,3002,Subscriber
273,2018-01-23 08:27:23,82,40.71117416,-74.00016545,417,Subscriber
284,2018-01-24 07:08:52,82,40.71117416,-74.00016545,355,Subscriber
289,2018-01-24 08:25:41,82,40.71117416,-74.00016545,417,Subscriber
303,2018-01-24 08:37:31,82,40.71117416,-74.00016545,415,Subscriber
1945,2018-01-24 08:51:20,82,40.71117416,-74.00016545,388,Subscriber
413,2018-01-24 08:51:57,82,40.71117416,-74.00016545,257,Subscriber
248,2018-01-25 07:13:24,82,40.71117416,-74.00016545,355,Subscriber
179,2018-01-25 07:52:57,82,40.71117416,-74.00016545,3489,Subscriber
299,2018-01-25 08:58:01,82,40.71117416,-74.00016545,355,Subscriber
279,2018-01-26 07:10:57,82,40.71117416,-74.00016545,355,Subscriber
2436,2018-01-28 07:06:50,82,40.71117416,-74.00016545,281,Subscriber
245,2018-01-29 07:08:40,82,40.71117416,-74.00016545,355,Subscriber
1376,2018-01-29 08:55:16,82,40.71117416,-74.00016545,537,Subscriber
634,2018-01-31 08:51:17,82,40.71117416,-74.00016545,3002,Subscriber
904,2018-01-01 08:20:14,83,40.68382604,-73.97632328,3300,Subscriber
210,2018-01-11 07:05:19,83,40.68382604,-73.97632328,274,Subscriber
325,2018-01-12 08:38:46,83,40.68382604,-73.97632328,3558,Subscriber
144,2018-01-15 08:34:29,83,40.68382604,-73.97632328,243,Subscriber
226,2018-01-16 07:16:56,83,40.68382604,-73.97632328,274,Subscriber
261,2018-01-16 08:51:55,83,40.68382604,-73.97632328,397,Subscriber
709,2018-01-17 07:53:20,83,40.68382604,-73.97632328,414,Subscriber
270,2018-01-17 08:26:44,83,40.68382604,-73.97632328,275,Subscriber
206,2018-01-19 07:10:53,83,40.68382604,-73.97632328,274,Subscriber
291,2018-01-19 08:45:35,83,40.68382604,-73.97632328,397,Subscriber
131,2018-01-23 08:12:59,83,40.68382604,-73.97632328,3429,Subscriber
81,2018-01-23 08:17:17,83,40.68382604,-73.97632328,3429,Subscriber
1485,2018-01-24 08:15:10,83,40.68382604,-73.97632328,337,Subscriber
578,2018-01-24 08:37:01,83,40.68382604,-73.97632328,430,Subscriber
516,2018-01-24 08:39:13,83,40.68382604,-73.97632328,323,Subscriber
373,2018-01-24 08:40:48,83,40.68382604,-73.97632328,3544,Subscriber
822,2018-01-24 08:44:08,83,40.68382604,-73.97632328,430,Subscriber
301,2018-01-25 08:32:43,83,40.68382604,-73.97632328,3558,Subscriber
253,2018-01-26 08:16:31,83,40.68382604,-73.97632328,3558,Subscriber
330,2018-01-26 08:58:53,83,40.68382604,-73.97632328,310,Subscriber
1345,2018-01-29 08:01:29,83,40.68382604,-73.97632328,337,Subscriber
303,2018-01-30 07:00:36,83,40.68382604,-73.97632328,397,Subscriber
575,2018-01-30 08:47:27,83,40.68382604,-73.97632328,365,Subscriber
518,2018-01-31 07:37:00,83,40.68382604,-73.97632328,261,Subscriber
489,2018-01-31 07:37:00,83,40.68382604,-73.97632328,261,Subscriber
463,2018-01-31 07:52:29,83,40.68382604,-73.97632328,323,Subscriber
314,2018-01-02 08:13:09,119,40.69608941,-73.97803415,323,Subscriber
1311,2018-01-02 08:41:47,119,40.69608941,-73.97803415,128,Subscriber
336,2018-01-03 08:17:34,119,40.69608941,-73.97803415,323,Subscriber
371,2018-01-08 08:23:16,119,40.69608941,-73.97803415,323,Subscriber
1462,2018-01-08 08:47:15,119,40.69608941,-73.97803415,128,Subscriber
483,2018-01-09 07:27:20,119,40.69608941,-73.97803415,3440,Subscriber
359,2018-01-09 08:26:23,119,40.69608941,-73.97803415,323,Subscriber
2045,2018-01-10 07:55:19,119,40.69608941,-73.97803415,3121,Subscriber
353,2018-01-10 08:25:46,119,40.69608941,-73.97803415,323,Subscriber
1367,2018-01-10 08:43:12,119,40.69608941,-73.97803415,128,Subscriber
364,2018-01-11 08:23:50,119,40.69608941,-73.97803415,323,Subscriber
503,2018-01-11 08:44:01,119,40.69608941,-73.97803415,3440,Subscriber
513,2018-01-12 07:27:40,119,40.69608941,-73.97803415,3440,Subscriber
353,2018-01-12 08:23:58,119,40.69608941,-73.97803415,323,Subscriber
1285,2018-01-12 08:43:09,119,40.69608941,-73.97803415,128,Subscriber
427,2018-01-16 07:10:38,119,40.69608941,-73.97803415,3440,Subscriber
370,2018-01-16 08:20:11,119,40.69608941,-73.97803415,390,Subscriber
286,2018-01-16 08:37:47,119,40.69608941,-73.97803415,262,Subscriber
326,2018-01-17 08:23:41,119,40.69608941,-73.97803415,323,Subscriber
452,2018-01-18 07:40:12,119,40.69608941,-73.97803415,3440,Subscriber
288,2018-01-18 08:22:03,119,40.69608941,-73.97803415,323,Subscriber
177,2018-01-18 08:45:11,119,40.69608941,-73.97803415,245,Subscriber
309,2018-01-19 08:30:06,119,40.69608941,-73.97803415,323,Subscriber
347,2018-01-20 08:41:08,119,40.69608941,-73.97803415,416,Subscriber
295,2018-01-22 08:46:38,119,40.69608941,-73.97803415,323,Subscriber
497,2018-01-23 07:37:42,119,40.69608941,-73.97803415,3440,Subscriber
461,2018-01-25 07:52:25,119,40.69608941,-73.97803415,3440,Subscriber
285,2018-01-26 08:59:44,119,40.69608941,-73.97803415,243,Subscriber
884,2018-01-29 08:41:12,119,40.69608941,-73.97803415,481,Subscriber
292,2018-01-30 08:24:49,119,40.69608941,-73.97803415,323,Subscriber
395,2018-01-31 07:44:49,119,40.69608941,-73.97803415,278,Subscriber
268,2018-01-31 08:30:56,119,40.69608941,-73.97803415,323,Subscriber
